timestamp,symbol,side,price,quantity,strategy,reason,balance_after_trade
2025-10-13 22:45:37,BTC/USDT,buy,115411.25,0.00021580887110595568,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.72
2025-10-13 22:45:37,BTC/USDT,sell,115486.83,0.00021580887110595568,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.64
2025-10-13 22:45:37,BTC/USDT,buy,115292.66,0.0002160662203825185,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.73
2025-10-13 22:45:37,BTC/USDT,sell,114723.83,0.0002160662203825185,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.52
2025-10-13 22:45:37,BTC/USDT,buy,115233.09,0.00021591127207481575,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.64
2025-10-13 22:45:37,BTC/USDT,sell,114343.29,0.00021591127207481575,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.33
2025-10-13 22:45:37,BTC/USDT,buy,114551.79,0.00021677612881072127,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.50
2025-10-13 22:45:37,BTC/USDT,sell,114937.14,0.00021677612881072127,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.41
2025-10-13 22:45:37,BTC/USDT,buy,114665.27,0.00021674372069980732,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.56
2025-10-13 22:45:37,BTC/USDT,sell,114428.68,0.00021674372069980732,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.36
2025-10-13 22:45:37,BTC/USDT,buy,114365.63,0.00021719949783538902,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.52
2025-10-13 22:45:37,BTC/USDT,sell,114882.9,0.00021719949783538902,"BB-mean_revert(p=35,σ=2.0)",Prev bar SELL edge -> exit on next open,cash:99.47
2025-10-13 22:45:37,BTC/USDT,buy,115609.82,0.00021510495476672508,"BB-mean_revert(p=35,σ=2.0)",Prev bar BUY edge -> enter on next open,cash:74.60
